MSI_DO_YOU_AGREE,"Do you agree?"
MSI_SOUND,"    SFX"
MSI_SKIN,"Skin"
MSI_TINGONLY_ON,"Chat room entry sound [ON]"
MSI_TINGONLY_OFF,"Chat room entry sound [OFF]"
MSI_EXPLAIN_TINGONLY,"/tingonly: you can hear only sound like a chat room entry."
MSI_EMOTION_ROCK,"/rock"
MSI_EMOTION_SCISSOR,"/scissors"
MSI_EMOTION_WRAP,"/paper"
MSI_EMOTION_LUV,"/love"
MSI_EMOTION_MOBILE,"/mobile"
MSI_EMOTION_MAIL,"/mail"
MSI_EMOTION_ANTENNA0,"/antenna0"
MSI_EMOTION_ANTENNA1,"/antenna1"
MSI_EMOTION_ANTENNA2,"/antenna2"
MSI_EMOTION_ANTENNA3,"/antenna3"
MSI_EMOTION_HUM2,"/hum"
MSI_EMOTION_ABS,"/abs"
MSI_EMOTION_OOPS,"/oops"
MSI_EMOTION_SPIT,"/spit"
MSI_EMOTION_ENE,"/ene"
MSI_EMOTION_PANIC,"/panic"
MSI_EMOTION_WHISP,"/whisp"
MSI_HOTKEY_NOTHING,"Not Assigned"
MSI_USESKILL_FAIL_CART,"Only available when cart is mounted."
MSI_USESKILL_FAIL_II_THORNS_SEED,"[Thorn Plant Seed] is required."
MSI_USESKILL_FAIL_II_BLOOD_SUCKER_SEED,"[Blood Sucker Plant Seed] is required."
MSI_USESKILL_FAIL_NO_MORE_SPELL,"Cannot be used anymore."
MSI_USESKILL_FAIL_II_BOMB_MUSHROOM_SPORE,"[Bomb Mushroom Spore] is required."
MSI_USESKILL_FAIL_II_GASOLINE_BOOMB,"[Fire Bottle] is required."
MSI_USESKILL_FAIL_II_OIL_BOTTLE,"[Oil Bottle] is required."
MSI_USESKILL_FAIL_II_EXPLOSION_POWDER,"[Explosive Powder] is required."
MSI_USESKILL_FAIL_II_SMOKE_POWDER,"[Smokescreen Powder] is required."
MSI_USESKILL_FAIL_II_TEAR_GAS,"[Tear Gas] is required."
MSI_USESKILL_FAIL_II_HYDROCHLORIC_ACID_BOTTLE,"[Acid Bottle] is required."
MSI_USESKILL_FAIL_II_HELLS_PLANT_BOTTLE,"[Plant Bottle] is required."
MSI_USESKILL_FAIL_II_MANDRAGORA_FLOWERPOT,"[Mandragora Flowerpot] is required."
MSI_YIELD_PARTYMASTER,"Assign Party Leader"
MSI_DO_YOU_REALLY_WANT_YIELD_PARTYMASTER,"Switch Party Leader?"
MSI_CANNOT_YIELD_PARTYMASTER,"Can't re-assign party leader"
MSI_FAILED_CHANGE,"Can't be changed because of level gap"
MSI_USESKILL_FAIL_NEED_ITEM,"[%s] required '%d' amount."
MSI_ITEM_REFINING_DOWNGRADE,"Is now refining the value lowered."
MSI_USESKILL_FAIL_NEED_EQUIPMENT,"Please equip [%s]."
MSI_BATTLEFIELD_LIST,"Battle field entrance setting"
MSI_CANNOT_JOINTO_BATTLEFIELD,"Battlefield - [%s] you sign up?"
MSI_COMPLETED_JOINTO_BATTLEFIELD,""
MSI_DIFFER_JOINTO_BATTLEFIELD,"It was unregistered and not be able to enter the state."
MSI_STATUS_JOINTO_BATTLEFIELD,""
MSI_REQ_CANCEL_JOINTO_BATTLEFIELD,"Do you want to cancel the admission application?"
MSI_CANCEL_JOINTO_BATTLEFIELD,"Admission request has been cancelled."
MSI_MOVETO_BATTLEFIELD,"Go to the battlefield quickly."
MSI_BATTLEFIELD_NAME,"Battlefield - [%s]"
MSI_MOVETO_SAVEPOINT,"Do you really want to go back to your savepoint?"
MSI_VIEW_SEEK_PARTY,"Search Message for Party Members"
MSI_UNVIEW_SEEK_PARTY,"Message option is off the search party members."
MSI_SEEK_PARTY_DEALY,"10 seconds delay of party support is in effect"
MSI_NOTIFY_PARTY_ROLE_MASTER,"Party leader is [%s]."
MSI_ERROR_SYSTEM_ERROR_BATTLEFIELD,"Unable to enter due to system error."
MSI_ERROR_FULL_ESROOM_BATTLEFIELD,"Cannot wait to enter the number of excess."
MSI_ERROR_DOUBLE_OFFER_BATTLEFIELD,"Has already been applied."
MSI_ERROR_WAIT_TIMEOUT_BATTLEFIELD,"Registration has been cancelled because of the excessive waiting time."
MSI_ERROR_BATTLEFILD_ENTER_BATTLEFIELD,"Unregistered because admission requirements are not matching."
MSI_ERROR_DROP_ENTRANCESTATION_BATTLEFIELD,"Was unregistered and error."
MSI_USESKILL_FAIL_COMBOSKILL,"The skill need [%s]."
MSI_USESKILL_FAIL_COMBOSKILL2,"The skill need a particular skill."
MSI_USESKILL_FAIL_SPIRITS,"Requires %d Spirit Sphere."
MSI_USESKILL_FAIL_SPIRITS2,"Spirit Sphere is required."
MSI_RUNESTONE_MAKEERROR_OVERCOUNT,"Cannot create rune stone more than the maximum amount."
MSI_ERROR_LIST_OPEN_BATTLEFIELD,"Not able to receive battle field list. Please check and try again"
MSI_ERROR_LEVEL_LIMIT_BATTLEFIELD,"Level is not high enough to enter"
MSI_UPGRADESKILLERROR_MORE_FIRSTJOBSKILL,"You must consume all '%d' points in your 1st Tab."
MSI_UPGRADESKILLERROR_MORE_SECONDJOBSKILL,"You must consume all '%d' remaining points in your 2nd Tab. 1st Tab is already done."
MSI_ITEMSYOUCANCHANGE,"Convertible item"
MSI_ITEMS_FOR_CHANGE,"Insert items to convert"
MSI_SKILL_RECIPE_NOTEXIST,"Inconvertible combination"
MSI_SKILL_INVENTORY_WEIGHT_OVER,"Inventory weight is too much"
MSI_SKILL_INVENTORY_KINDCNT_OVER,"Please secure some room in the inventory"
MSI_SKILL_MATERIAL_FAIL,"Material doesn't exist."
MSI_SKILL_SUCCESS,"Successful"
MSI_SKILL_FAIL,"failed#"
MSI_SKILL_FAIL_MATERIAL_DESTROY,"all materals are gone due to failure"
MSI_FAILED_CHANGE_TABNAME,"Not very long to change the name of the specified tab."
MSI_FAILED_ADD_TAB,"Cannot add more."
MSI_FAILED_LOCKSERVER,"Authentication failed."
MSI_BOT_CHECK,"Bot checks"
MSI_SKILL_FAIL_MATERIAL_IDENTITY,"Items cannot be used in materials cannot be emotional."
MSI_BAN_IP_BLOCK,"It is impossible to connect using this IP in Ragnarok Online. Please contact the customer support center or home."
MSI_BAN_INVALID_PWD_CNT,"You have entered a wrong password for more than six times, please check your personal information again."
MSI_MIX_ACCEPT,"Consumption items are used in the synthesis. Are you sure?"
MSI_BOT_CHECK_NOTIC,"Please input the captcha code found at your left side."
MSI_DESCRIBE_BATTLEFIELD,"Describes the battlefield --"
MSI_BATTLEFIELD_STATUS,"Waiting for admission --"
MSI_BATTLEFIELD_HELP,"Request help battle position"
MSI_BAN_NOT_ALLOWED_JOBCLASS,"Sorry the character you are trying to use is banned for testing connection."
MSI_REMOVE_EQUIPEDITEM,"Remove all equipment"
MSI_MINI_ICON,"Mini Icon"
MSI_BATTLEFIELD_TEAM,"Camp A: Camp B"
MSI_WAIT_STATUS,"Wait"
MSI_NOTIFY_BATTLEFIELD_CANCEL,"cancellation notice of Battlefield registration."
MSI_BATTLEFIELD_COUNT,"Required field for staff"
MSI_BATTLEFIELD_ATEAM_COUNT,"Battlefield staff A is waiting."
MSI_BATTLEFIELD_BTEAM_COUNT,"Battlefield staff B is waiting."
MSI_BATTLEFIELD_ATEAM_WAIT,"Waiting for my situation: %d (Camp A)"
MSI_BATTLEFIELD_BTEAM_WAIT,"Waiting for my situation: %d (Camp B)"
MSI_SHOW_BATTLEFIELD_ICON,"Enable Battlefield icon."
MSI_DONT_SHOW_BATTLEFIELD_ICON,"Disable Battlefield icon."
MSI_NOTIFY_BATTLEFIELD_MOVE,"Field notification was moved."
MSI_NOTIFY_BATTLEFIELD_DEFER,"Admission pending notification of the battlefield"
MSI_WHO_IS,"Someone"
MSI_I_RECEIVED_DAMAGE," [%s] inflicts '%d' damage points on you."
MSI_PARTY_RECEIVED_DAMAGE," [%s] attacked by [%s] with '%d' damage points."
MSI_I_GAVE_DAMAGE," [%s] receives '%d' damage points."
MSI_PARTY_GAVE_DAMAGE," [%s] attacks [%s] with '%d' damage points."
MSI_DROP_ITEM,"You dropped %s (%d)."
MSI_CLEAR_QUEST_MONSTER,"[%s] quest - defeating [%s] progress (%d/%d)."
MSI_DELETE_QUEST,"[%s] quest was deleted."
MSI_NOTIFY_WHO,"[%s] "
MSI_NOTIFY_EXP," %d Base exp points"
MSI_NOTIFY_JOBEXP," %d Job exp points"
MSI_GET," acquired."
MSI_LOSS," has lost."
MSI_NOTIFY_STEAL_COIN,"From [%s], '%d' coins were stolen."
MSI_VIEW_COMBAT_MSG,"Battle message"
MSI_VIEW_PARTY_COMBAT_MSG,"Party member's battle message"
MSI_VIEW_GETTING_EXP_MSG,"Experience message"
MSI_VIEW_PARTY_GETTING_EXP_MSG,"Party member's experience message"
MSI_VIEW_QUEST_INFO_MSG,"Quest information"
MSI_VIEW_BATTLEFIELD_INFO_MSG,"Battlefield message"
MSI_NOTIFY_TARGET_WHO," "
MSI_NOTIFY_SKILL_TO_TARGET,"Casts [%s] skill."
MSI_LOCK_MOUSE,"Activate lock function"
MSI_UNLOCK_MOUSE,"Deactivate lock function"
MSI_BROADCASTING_SPECIAL_ITEM_OBTAIN,"%s has opened [%s] and received [%s]."
MSI_JOB_SWORDMAN,"Swordman"
MSI_JOB_MAGICIAN,"Mage"
MSI_JOB_ARCHER,"Archer"
MSI_JOB_ACOLYTE,"Acolyte"
MSI_JOB_MERCHANT,"Merchant"
MSI_JOB_THIEF,"Thief"
MSI_JOB_KNIGHT,"Knight"
MSI_JOB_PRIEST,"Priest"
MSI_JOB_WIZARD,"Wizard"
MSI_JOB_BLACKSMITH,"Blacksmith"
MSI_JOB_HUNTER,"Hunter"
MSI_JOB_ASSASSIN,"Assassin"
MSI_JOB_CRUSADER,"Crusader"
MSI_JOB_MONK,"Monk"
MSI_JOB_SAGE,"Sage"
MSI_JOB_ROGUE,"Rogue"
MSI_JOB_ALCHEMIST,"Alchemist"
MSI_JOB_BARD,"Bard"
MSI_JOB_DANCER,"Dancer"
MSI_JOB_RUNE_KNIGHT,"Rune Knight"
MSI_JOB_WARLOCK,"Warlock"
MSI_JOB_RANGER,"Ranger"
MSI_JOB_ARCHBISHOP,"Arc Bishop"
MSI_JOB_MECHANIC,"Mechanic"
MSI_JOB_GUILLOTINE_CROSS,"Guillotine Cross"
MSI_JOB_ROYAL_GUARD,"Royal Guard"
MSI_JOB_SORCERER,"Sorcerer"
MSI_JOB_MINSTREL,"Minstrel"
MSI_JOB_WANDERER,"Wanderer"
MSI_JOB_SURA,"Sura"
MSI_JOB_GENETIC,"Genetic"
MSI_JOB_SHADOW_CHASER,"Shadow Chaser"
MSI_JOB_SWORDMAN_H,"High Swordman"
MSI_JOB_MAGICIAN_H,"High Mage"
MSI_JOB_ARCHER_H,"High Archer"
MSI_JOB_ACOLYTE_H,"High Acolyte"
MSI_JOB_MERCHANT_H,"High Merchant"
MSI_JOB_THIEF_H,"High Thief"
MSI_JOB_KNIGHT_H,"Lord Knight"
MSI_JOB_PRIEST_H,"High Priest"
MSI_JOB_WIZARD_H,"High Wizard"
MSI_JOB_BLACKSMITH_H,"Whitesmith"
MSI_JOB_HUNTER_H,"Sniper"
MSI_JOB_ASSASSIN_H,"Assassin Cross"
MSI_JOB_CRUSADER_H,"Paladin"
MSI_JOB_MONK_H,"Champion"
MSI_JOB_SAGE_H,"Professor"
MSI_JOB_ROGUE_H,"Stalker"
MSI_JOB_ALCHEMIST_H,"Creator"
MSI_JOB_BARD_H,"Clown"
MSI_JOB_DANCER_H,"Gypsy"
MSI_JOB_NOVICE,"Wedding"
MSI_JOB_NOVICE_H,"High Novice"
MSI_JOB_SUPERNOVICE,"Super Novice"
MSI_JOB_GUNSLINGER,"Gunslinger"
MSI_JOB_NINJA,"Ninja"
MSI_JOB_TAEKWON,"Taekwon Boy/Girl"
MSI_JOB_STAR,"Star Gladiator"
MSI_JOB_LINKER,"Soul Linker"
MSI_SEEK_PARTY_MEMBER,"Party Recruitment"
MSI_SEEK_PARTY_LIST,"Party Booking List"
MSI_SEEK_PARTY_CHECK,"Recruiting Party"
MSI_FAIL_NEED_EQUIPPED_BOW,"[Bow] must be equipped."
MSI_FAIL_NEED_EQUIPPED_INSTRUMENT_WHIP,"[Musical Instrument/Whip] must be equipped."
MSI_BAD_CHAR,"Only alphanumeric characters are allowed."
MSI_ALRAM,"Notice"
MSI_FAIL_BUY_ITEM_INVALID_MCSTORE,"Item purchase failed due to incorrect shop information."
MSI_CAN_DROP_ITEM_TO_ITEMWND,"Item cannot be dropped from the hotkey bar."
MSI_TIME,"hour(s)"
MSI_MAP,"Map"
MSI_CANT_USE_WHEN_OPENED_EXCHANGEWND,"You can't use, equip or disarm items when you're trading."
MSI_HOTKEY_UNKOWN,"Unspecified value"
MSI_EXPLAIN_STATEINFO,"/stateinfo : Shows the description of status icons. On Off"
MSI_SHOW_STATEINFO_ON,"Status Information On: Status icon description is enabled."
MSI_SHOW_STATEINFO_OFF,"Status Information Off: Status icon description is disabled."
MSI_LIMIT_BUY_ITEM2,"It is not possible to purchase the same item more than %d pieces at a time"
MSI_LIMIT_SELL_ITEM,"It is not possible to purchase the same item more than %d pieces at a time"
MSI_CAN_BUY_ITEM_NUM,"Can purchase upto %d pieces of the same item at a time."
MSI_SAVE_HOTKEY_TO_FILE,"User customized key is saved to [%s\%s]"
MSI_CHARACTER_IS_BUSY,"[%s] is currently on trade and cannot accept the request."
MSI_RO_HELP,"RO_HELP"
MSI_HAVENOT_ANVIL,"Anvil does not exist."
MSI_WHISPER_BLOCK_NOVICE_LEVEL10,"Novice below level 10 is not allowed to whisper."
MSI_JOB_ATTACKER,"Attack"
MSI_JOB_TANKER,"Defense"
MSI_JOB_HEALER,"Consumables"
MSI_JOB_ASSISTANCE,"Support"
MSI_DESCRIBE_PARTY_BOOKING,"Party recruitment related command"
MSI_GUILD_ALLY_REQUEST_DISABLE,"Guild alliance application is not possible.."
MSI_GUILD_HOSTILE_REQUEST_DISABLE,"Guild hostility application is not possible."
MSI_FRIEND_ADD_FALSE_AGIT,"Adding friends is not possible in this map."
MSI_BUYINGSTORE_MAKEWND_TITLE,"Buying Store Window"
MSI_BUYINGSTORE_MAKEWND_PRICE,"Price: "
MSI_BUYINGSTORE_MAKEWND_MYZENY,"Money: "
MSI_BUYINGSTORE_MAKEWND_LIMITZENY,"Purchase Zeny Limit"
MSI_BUYINGSTORE_MAKEWND_ADDITEM,"Please register the item first that has to be purchased."
MSI_BUYINGSTORE_MAKEWND_INPUTPRICE,"Please enter the price for item %s."
MSI_BUYINGSTORE_MAKEWND_REINPUTPRICE,"Please enter the price for item %s. It must be less than 9999 million Zeny."
MSI_BUYINGSTORE_MAKEWND_INPUTNUM,"Please enter the quantity for %s."
MSI_BUYINGSTORE_MAKEWND_REINPUTNUM,"The total quantity of %s in possession is more than 9999. Please enter value less than 9999."
MSI_BUYINGSTORE_MAKEWND_DUPLICATEITEM,"You have duplicate items in your purchase list."
MSI_BUYINGSTORE_MAKEWND_INPUTLIMITZENY,"Enter the limited price."
MSI_BUYINGSTORE_MAKEWND_REINPUTLIMITZENY,"You have entered a greater amount of zeny than you have. Please check your zeny."
MSI_BUYINGSTORE_MAKEWND_ITEMLIST,"%s : %s  Zeny => %s ea."
MSI_BUYINGSTORE_MIRRORBUYITEMLIST,"Available items:"
MSI_BUYINGSTORE_MYSHOPWND_TITLE,"Purchase list:"
MSI_BUYINGSTORE_MYSHOPWND_LIMITZENY,"Price limit: %s Zeny"
MSI_BUYINGSTORE_MYSHOPWND_ITEMINFO,"Buying %s for %s Zeny. Amount: %d."
MSI_BUYINGSTORE_SHOPWND_TITLE,"Wanted items"
MSI_BUYINGSTORE_MIRRORSELLWND_TITLE,"Available items:"
MSI_BUYINGSTORE_SELLWND_LIMITNUM,"The max. number of items you can sell is %d."
MSI_BUYINGSTORE_SELLWND_LACKBUYERZENY,"Buyer has insufficient zeny, lower the amount of items you're selling."
MSI_BUYINGSTORE_OPEN_FAILED,"Failed to open purchase shop."
MSI_BUYINGSTORE_OVERWEIGHT,"You exceed the total amount of items."
MSI_BUYINGSTORE_TRADE_OVERLIMITZENY,"You have purchased all items within the limited price."
MSI_BUYINGSTORE_TRADE_BUYCOMPLETE,"You purchased all items."
MSI_BUYINGSTORE_TRADE_LACKBUYERZENY,"Failed to deal because you have insufficient zeny."
MSI_BUYINGSTORE_TRADE_SELLCOMPLETE,"You have sold %s. Amount: %d. Total Zeny: %dz"
MSI_BUYINGSTORE_TRADE_OVERCOUNT,"%s item could not be sold because you do not have the wanted amount of items."
MSI_USESKILL_FAIL_EL_SUMMON,"You don't have any summoned spirits."
MSI_AGAINSTSERVERSIEGEWARFARE_RESTRICTION,"This is a server alliance battle restriction."
MSI_OTP_MUST_6_CHAR,"OTP password is 6 digits long."
MSI_DB_ERROR,"OTP information is unavailable. Please contact your administrator."
MSI_OTP_FAILED,"OTP authentication failed."
MSI_PARTY_BOOKING_NOTIFY,"Party ad has been added."
MSI_PARTY_BOOKING_REQURT,"Recruit party members"
MSI_PARTY_BOOKING_TYPE,"Roles"
MSI_PARTY_BOOKING_TYPE_1,"1st Jobs"
MSI_PARTY_BOOKING_TYPE_2,"2nd Jobs"
MSI_PARTY_BOOKING_TYPE_3_1,"3-1 Classes"
MSI_PARTY_BOOKING_TYPE_3_2,"3-2 Classes"
MSI_PARTY_BOOKING_TYPE_1PLUS,"1st High Jobs"
MSI_PARTY_BOOKING_TYPE_2PLUS,"2nd High Jobs"
MSI_PARTY_BOOKING_TYPE_ETC,"Other Jobs"
MSI_PARTY_BOOKING_REQURTING,"Recruit"
MSI_PARTY_BOOKING_REQURT_TIP,"Open party recruitment window."
MSI_PARTY_BOOKING_SEARCH,"Searching - "
MSI_PARTY_BOOKING_ALL_SELECT,"Select All"
MSI_PARTY_BOOKING_ERR1,"Recruitment of at least one job must be running."
MSI_PARTY_BOOKING_ERR2,"You have to select at least 1 or more jobs."
MSI_PARTY_BOOKING_ERR3,"You have selected %d Jobs. You can only select up to 6 different jobs."
MSI_PARTY_BOOKING_ERR4,"Only numeric characters are allowed."
MSI_PARTY_BOOKING_ERR5,"Please enter levels between 1~150."
MSI_DISABLE_COSTUMEITEM_MAP,"Costume equipments are not visible on this map."
MSI_CANNOT_EQUIP_ITEM_LEVEL,"You cannot equip this item with your current level."
MSI_CANNOT_USE_ITEM_LEVEL,"You cannot use this item with your current level."
MSI_CHATMODE_ONOFF,"Enable Battle Mode"
MSI_OVER_TABSIZE,"Failed to add because you have reached the limit."
MSI_SET_CHATINFO," message log settings"
MSI_SELL,"Sell"
MSI_BUY,"Buy"
MSI_SEARCH_STOREINFO,"Search for Venders"
MSI_STORE_NAME,"Shop Name"
MSI_SEARCH_ITEM_COUNT,"Qty"
MSI_SEARCH_ITEM_PRICE,"Price"
MSI_SSI_FAILED_OVER_MAXCOUNT,"Too many results have been found. Please do a more precise search."
MSI_OPEN_SEARCH_STORE,"Do you want to open the stall?"
MSI_SSO_FAILED,"Failed to recognize SSO."
MSI_ZONE_MOVE_FAIL,"Cannot move to the applied area."
MSI_SEARCH_INCLUDED,"Include similar items?"
MSI_WITHDREW_USERS,"User has been expelled."
MSI_DIDNOT_AGREE,"You have not accepted the user agreements yet."
MSI_ACCOUNT_DOESNOT_EXIST,"You will not be disconnect from the game."
MSI_AGE_RESTRICTIONS,"It is available only for 12 hours."
MSI_ACCOUNT_BLOCK,"Your account is blocked due to illegal use of the game account."
MSI_BUG_BLOCK,"Your account is blocked because there may exist a bug with your account."
MSI_PLUSEXP75,"Increases base exp and job exp gained by killing monsters up to 75%% for 30 minutes."
MSI_PLUSEXP50,"Increases base exp and job exp gained by killing monsters up to 50%% for 30 minutes."
MSI_FAIL_OPEN_STORE,"No sales information."
MSI_SSI_FAILED_SEARCH_CNT,"Failed to search any further."
MSI_SSI_FAILED_ITEM_DOES_NOT_EXIST,"The selected item does not exist."
MSI_SSI_FAILED_LIMIT_SERACH_TIME,"You cannot search yet again."
MSI_SSI_TOOLTIP_OF_SERACHING_THE_CARD,"Enter the card name or prefix/suffix."
MSI_SSI_REST_OF_NUMBER_OF_SEARCHES,"Attempts: %d"
MSI_SSI_FAILED_SEARCH_STORE,"Nothing found."
MSI_SSI_FAILED_PRICE_ISNOT_VALID,"The item price is too high."
MSI_GENERAL_EQUIPMENT,"General"
MSI_COSTUME_EQUIPMENT,"Costume"
MSI_MINUTE,"minute(s)"
MSI_SECOND,"second(s)"
MSI_SSI_FAILED_ENTER_THE_NAME_OF_ITEM,"Please enter the name of the item."
MSI_SSI_FAILED_NAME_OF_ITEM_DOES_NOT_EXIST,"The item you have entered does not exist."
MSI_NOT_EXIST_ENTRYMAP,"The map is not available."
MSI_SSI_FAILED_NAME_OF_CARD_DOES_NOT_EXIST,"The selected name or prefix/suffix does not exist."
MSI_CASH_FAILED_TOTAL_CNT,"You can purchase up to 10 items."
MSI_CASH_FAILED_BUY_SOME,"Some items could not be purchased."
MSI_ENTER_PEOPLE_BIRTH,"Enter your birthday (e.g: 20101126)"
MSI_RESULT_FAIL_UNKNOWN,"Now Logging Out."
MSI_RESULT_FAIL_DATABASE,"A database error has occurred."
MSI_RESULT_FAIL_GUILD,"Please leave your guild first in order to remove your character."
MSI_RESULT_FAIL_PARTY,"Please leave your party first in order to remove your character."
MSI_RESULT_FAIL_CONFIGURATION,"You cannot delete this character because the delete time has not expired yet."
MSI_RESULT_FAIL_DATE,"You cannot delete this character at the moment."
MSI_RESULT_FAIL_BIRTH,"Your entered birthday does not match."
MSI_USESKILL_FAIL_RELATIONGRADE,"You lack of familiarity."
MSI_USESKILL_FAIL_STYLE_CHANGE_FIGHTER,"This is only available on style change for fighting classes."
MSI_USESKILL_FAIL_STYLE_CHANGE_GRAPPLER,"This is only available on style change for novice."
MSI_PARTY_REGISTRATION_FAILED,"Registering party has failed."
MSI_PARTY_SEARCH_FAILED,"No list matching search criteria were found."
MSI_PARTY_AD_DELETE_FAILED,"Failed to remove result."
MSI_PARTY_NOT_EXIST_AD,"No results have been found."
MSI_REFUSE_SSO_NOT_PAY_USER,"No payment information has been found."
MSI_SCREENSHOT_FOR_EXCHANGE,"Screenshot Trade"
MSI_SCREENSHOT_FOR_EXCHANGE_CHARNAME,"[Trade_%s]"
MSI_NOTIFY_NEO_INSURANCE_ITEM_USE,"Death due to the auto insurance young people are spending."
MSI_TALK,"Chat Dialog"
MSI_MACRO_DUPLICATE,"Redundant is not available."
MSI_MACRO_POSTDELAY,"Use the limit that has been set."
MSI_MACRO_NOT_POSTDELAY,"No user restrictions are set."
MSI_SSO_ERROR_MSG,"Connection has failed. Please contact your administrator."
MSI_REFUSE_SSO_AUTH_INVALID_TOKEN,"Failed to authenticate."
MSI_REFUSE_SSO_AUTH_INVALID_USER,"User is offline."
MSI_REFUSE_SSO_AUTH_INVALID_AGE,"The age limit from commandment tables cannot connect to this server."
MSI_NC_BUY,"Buy"
MSI_NC_BLANK,"Empty shopping cart"
MSI_NC_FIRSTPAGE,"First page"
MSI_NC_LASTPAGE,"Last page"
MSI_NC_CAT1,"New Items"
MSI_NC_CAT2,"Hot Items"
MSI_NC_CAT3,"Limited Sell"
MSI_NC_CAT4,"Rental Equipment"
MSI_NC_CAT5,"Permanent Equipment"
MSI_NC_CAT6,"Scrolls"
MSI_NC_CAT7,"Consumables"
MSI_NC_CAT8,"Other"
MSI_NC_COST,"Cost"
MSI_NC_NUM,"Quantity"
MSI_NC_COUNT,"Total"
MSI_NC_FREECASH,"Free Cash : %s C"
MSI_NC_CASH,"Cash Points : %s C"
MSI_CALLMONSTER_FAIL_AREA,"You cannot summon a monster in this area."
MSI_BUY_CASH_FAIL2,"Exceeded total free cash"
MSI_MACRO_SAVE_DATA,"Content has been saved in [SaveData_ExMacro%d]"
MSI_ITEM_REUSE_LIMIT_SECOND,"%d seconds left until you can use"
MSI_FAIL_NEED_EQUIPPED_SPEAR,"Must be equipped with [Spear]."
MSI_USESKILL_FAIL_DRAGON,"Available only on the dragon."
MSI_OVER_CONNECT_USER,"Unable to proceed due to exceeding capacity."
MSI_AUTHENTICATE,"Real name has not been verified. Go to name verification site."
MSI_SELECT_SAVESLOT,"Please select slot you are going to save."
MSI_BROADCASTING_SPECIAL_ITEM_OBTAIN2,"Congratulation %s,  Acquired [%s] !"
MSI_NOTUSE_GROOMY,"Unable to use in gloomy state"
MSI_BUYINGSTORE_OVERFLOW_MONEY,"Purchased products has exceeded the total price."
MSI_PREVENT_PARTY_JOIN,"Cannot join a party in this map."
